Movie name,Release Year,Predicted_Label,runtime,genres,belongs_to_collection,budget,revenue,vote_average,vote_count,popularity,production_companies
Clue,1985,Lingering,94.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}]",,15000000.0,14643997.0,7.1,377.0,7.720009,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Debra Hill Productions', 'id': 498}, {'name': 'PolyGram Filmed Entertainment', 'id': 1382}, {'name': 'The Guber-Peters Company', 'id': 4357}]"
Eyes Wide Shut,1999,Enjoyable,159.0,"[{'id': 9648, 'name': 'Mystery'}, {'id': 18, 'name': 'Drama'}]",,65000000.0,162091208.0,7.1,1266.0,13.268484,"[{'name': 'Hobby Films', 'id': 194}, {'name': 'Pole Star', 'id': 195}, {'name': 'Stanley Kubrick Productions', 'id': 385}, {'name': 'Warner Bros.', 'id': 6194}]"
In the Mood for Love,2000,Enjoyable,98.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]","{'id': 287016, 'name': ""Wong Kar-Wai's Informal Collection"", 'poster_path': '/fcGKAq9R8fjvXBhVhEds7SRDiWS.jpg', 'backdrop_path': None}",0.0,12854953.0,7.8,379.0,8.703552,"[{'name': 'Block 2 Pictures', 'id': 539}, {'name': 'Jet Tone Production', 'id': 540}]"
AmÃ©lie,2001,Enjoyable,122.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",,10000000.0,173921954.0,7.8,3403.0,12.879381,"[{'name': 'France 3 Cinéma', 'id': 591}, {'name': 'Claudie Ossard Productions', 'id': 592}, {'name': 'MMC Independent', 'id': 4411}, {'name': 'Canal+', 'id': 5358}, {'name': 'Tapioca Films', 'id': 12000}, {'name': 'Sofica Sofinergie 5', 'id': 23446}, {'name': 'Victoires Productions', 'id': 25020}, {'name': 'Filmstiftung Nordrhein-Westfalen', 'id': 27897}, {'name': 'Union Générale Cinématographique (UGC)', 'id': 30994}]"
Requiem for a Dream,2000,Enjoyable,102.0,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",,4500000.0,7390108.0,7.9,2525.0,6.874828,"[{'name': 'Artisan Entertainment', 'id': 2188}]"
Return of the Jedi,1983,Lingering,135.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]","{'id': 10, 'name': 'Star Wars Collection', 'poster_path': '/ghd5zOQnDaDW1mxO7R5fXXpZMu.jpg', 'backdrop_path': '/d8duYyyC9J5T825Hg7grmaabfxQ.jpg'}",32350000.0,572700000.0,7.9,4763.0,14.586087,"[{'name': 'Lucasfilm', 'id': 1}, {'name': 'Twentieth Century Fox Film Corporation', 'id': 306}]"
The Fly,1986,Enjoyable,96.0,"[{'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]","{'id': 109609, 'name': 'The Fly Collection', 'poster_path': '/r6mRcDV2MIbDQ79JpeGls5DnDfr.jpg', 'backdrop_path': '/6nU5cC8qaVO3hzSMDMJp4HCFwDA.jpg'}",15000000.0,60629159.0,7.1,1038.0,13.534589,"[{'name': 'SLM Production Group', 'id': 396}, {'name': 'Brooksfilms', 'id': 5612}]"
The Blair Witch Project,1999,Enjoyable,81.0,"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}]","{'id': 64750, 'name': 'Blair Witch Collection', 'poster_path': '/qDQuKJZYLHrs1Ej64tYYFooFxc1.jpg', 'backdrop_path': '/e5GwLq0zBer3SuSJZodcNROnT6Z.jpg'}",60000.0,248000000.0,6.3,1090.0,14.838386,"[{'name': 'Artisan Entertainment', 'id': 2188}, {'name': 'Haxan Films', 'id': 15160}]"
Oceanâ??s Eleven,2001,Enjoyable,116.0,"[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]","{'id': 304, 'name': ""Ocean's Collection"", 'poster_path': '/rMWeMGBftk6IxNW5mJVH8ZXAvuq.jpg', 'backdrop_path': '/vxmFb03PyjycekffLqXqFibbCzx.jpg'}",85000000.0,450717150.0,7.2,3857.0,12.114932,"[{'name': 'Village Roadshow Pictures', 'id': 79}, {'name': 'Section Eight', 'id': 129}, {'name': 'NPV Entertainment', 'id': 172}, {'name': 'Jerry Weintraub Productions', 'id': 2596}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'WV Films II', 'id': 24939}]"
The Royal Tenenbaums,2001,Enjoyable,110.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",,21000000.0,71441250.0,7.4,1317.0,9.707542,"[{'name': 'Touchstone Pictures', 'id': 9195}]"
Pulp Fiction,1994,Enjoyable,154.0,"[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",,8000000.0,213928762.0,8.3,8670.0,140.950236,"[{'name': 'Miramax Films', 'id': 14}, {'name': 'A Band Apart', 'id': 59}, {'name': 'Jersey Films', 'id': 216}]"
10 Things I Hate About You,1999,Enjoyable,97.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",,16000000.0,53478166.0,7.3,1768.0,12.069966,"[{'name': 'Mad Chance', 'id': 1757}, {'name': 'Jaret Entertainment', 'id': 1783}, {'name': 'Touchstone Pictures', 'id': 9195}]"
My Neighbor Totoro,1988,Lingering,86.0,"[{'id': 14, 'name': 'Fantasy'}, {'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]",,0.0,0.0,8.0,1730.0,13.507299,"[{'name': 'Studio Ghibli', 'id': 10342}, {'name': 'Nibariki', 'id': 12516}, {'name': 'Tokuma Japan Communications Co. Ltd.', 'id': 12523}]"
Kikiâ??s Delivery Service,1989,Enjoyable,103.0,"[{'id': 16, 'name': 'Animation'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}]",,6900000.0,18172849.0,7.6,768.0,12.220581,"[{'name': 'Studio Ghibli', 'id': 10342}, {'name': 'Nibariki', 'id': 12516}]"
Top Gun,1986,Lingering,110.0,"[{'id': 28, 'name': 'Action'}, {'id': 10749, 'name': 'Romance'}, {'id': 10752, 'name': 'War'}]",,15000000.0,356830601.0,6.7,1736.0,20.301019,"[{'name': 'Paramount Pictures', 'id': 4}]"
American Psycho,2000,Forgettable,102.0,"[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]","{'id': 86105, 'name': 'American Psycho Collection', 'poster_path': '/ko4O9lcRGYOZAF5Hh79Mfsgjpun.jpg', 'backdrop_path': '/5nrkaUQe4m3FLYJrFPGnkMGeQXD.jpg'}",7000000.0,34266564.0,7.3,2128.0,13.686715,"[{'name': 'Lions Gate Films', 'id': 35}, {'name': 'Edward R. Pressman Film', 'id': 6455}, {'name': 'Muse Productions', 'id': 15231}]"
Jurassic Park,1993,Enjoyable,127.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}]","{'id': 328, 'name': 'Jurassic Park Collection', 'poster_path': '/qIm2nHXLpBBdMxi8dvfrnDkBUDh.jpg', 'backdrop_path': '/pJjIH9QN0OkHFV9eue6XfRVnPkr.jpg'}",63000000.0,920100000.0,7.6,4956.0,8.863776,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Amblin Entertainment', 'id': 56}]"
Spirited Away,2001,Enjoyable,125.0,"[{'id': 14, 'name': 'Fantasy'}, {'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]",,15000000.0,274925095.0,8.3,3968.0,41.048867,"[{'name': 'Studio Ghibli', 'id': 10342}]"
Requiem for a Dream,2000,Lingering,102.0,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",,4500000.0,7390108.0,7.9,2525.0,6.874828,"[{'name': 'Artisan Entertainment', 'id': 2188}]"
2001: A Space Odyssey,1968,Enjoyable,149.0,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 9648, 'name': 'Mystery'}, {'id': 12, 'name': 'Adventure'}]","{'id': 4438, 'name': 'The Space Odyssey Series', 'poster_path': '/i1WdRtc6aObiwGz5NU8WWPW3r1N.jpg', 'backdrop_path': '/15FumSExI9SRoL7QJWZAsA0b10c.jpg'}",10500000.0,68700000.0,7.9,3075.0,22.494622,"[{'name': 'Stanley Kubrick Productions', 'id': 385}, {'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}]"
Fight Club,1999,Enjoyable,139.0,"[{'id': 18, 'name': 'Drama'}]",,63000000.0,100853753.0,8.3,9678.0,63.869599,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Regency Enterprises', 'id': 508}, {'name': 'Fox 2000 Pictures', 'id': 711}, {'name': 'Taurus Film', 'id': 20555}, {'name': 'Linson Films', 'id': 54050}, {'name': 'Atman Entertainment', 'id': 54051}, {'name': 'Knickerbocker Films', 'id': 54052}]"
American Psycho,2000,Enjoyable,102.0,"[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]","{'id': 86105, 'name': 'American Psycho Collection', 'poster_path': '/ko4O9lcRGYOZAF5Hh79Mfsgjpun.jpg', 'backdrop_path': '/5nrkaUQe4m3FLYJrFPGnkMGeQXD.jpg'}",7000000.0,34266564.0,7.3,2128.0,13.686715,"[{'name': 'Lions Gate Films', 'id': 35}, {'name': 'Edward R. Pressman Film', 'id': 6455}, {'name': 'Muse Productions', 'id': 15231}]"
The Breakfast Club,1985,Enjoyable,97.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",,1000000.0,51525171.0,7.8,2189.0,12.627678,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Channel Productions', 'id': 8812}, {'name': 'A&M Films', 'id': 11043}]"
Stand by Me,1986,Enjoyable,89.0,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",,8000000.0,52287414.0,7.8,1568.0,15.206957,"[{'name': 'Columbia Pictures', 'id': 5}, {'name': 'Act III Communications', 'id': 1153}, {'name': 'The Body', 'id': 90896}, {'name': 'Act III', 'id': 90897}]"
Ferris Buellerâ??s Day Off,1986,Forgettable,103.0,"[{'id': 35, 'name': 'Comedy'}]",,6000000.0,70136369.0,7.5,1340.0,12.724645,"[{'name': 'Paramount Pictures', 'id': 4}]"
The Virgin Suicides,1999,Enjoyable,97.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",,6000000.0,10409377.0,7.1,841.0,10.505387,"[{'name': 'American Zoetrope', 'id': 70}]"
Before Sunset,2004,Enjoyable,80.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]","{'id': 123800, 'name': 'Before... Collection', 'poster_path': '/giaxAC74fht0LVQ4WKVoDzLM2Iy.jpg', 'backdrop_path': '/wtNugZq8ZzBYwPIh3VoNUJdkBWG.jpg'}",2700000.0,15992615.0,7.6,734.0,7.048957,"[{'name': 'Castle Rock Entertainment', 'id': 97}, {'name': 'Detour Film Production', 'id': 98}, {'name': 'Warner Independent Pictures (WIP)', 'id': 11509}]"
Crash,1996,Enjoyable,100.0,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 10749, 'name': 'Romance'}]",,10000000.0,0.0,6.5,224.0,7.540612,"[{'name': 'Fine Line Features', 'id': 8}, {'name': 'Alliance Communications', 'id': 579}]"
The Truman Show,1998,Enjoyable,103.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",,60000000.0,264118201.0,7.8,4702.0,13.155901,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Scott Rudin Productions', 'id': 258}]"
Come and See,1985,Lingering,142.0,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10752, 'name': 'War'}]",,0.0,0.0,8.1,174.0,12.643242,"[{'name': 'Mosfilm', 'id': 5120}, {'name': 'Belarusfilm', 'id': 12617}]"
The Silence of the Lambs,1991,Enjoyable,119.0,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]","{'id': 9743, 'name': 'The Hannibal Lecter Anthology', 'poster_path': '/aRbyr3KsdmIczGh6VrlvlgQdwMQ.jpg', 'backdrop_path': '/npCbvak9UhjPsZB9Oa2k2jsqI7E.jpg'}",19000000.0,272742922.0,8.1,4549.0,4.307222,"[{'name': 'Orion Pictures', 'id': 41}, {'name': 'Strong Heart/Demme Production', 'id': 55072}]"
The Blair Witch Project,1999,Enjoyable,81.0,"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}]","{'id': 64750, 'name': 'Blair Witch Collection', 'poster_path': '/qDQuKJZYLHrs1Ej64tYYFooFxc1.jpg', 'backdrop_path': '/e5GwLq0zBer3SuSJZodcNROnT6Z.jpg'}",60000.0,248000000.0,6.3,1090.0,14.838386,"[{'name': 'Artisan Entertainment', 'id': 2188}, {'name': 'Haxan Films', 'id': 15160}]"
Legally Blonde,2001,Enjoyable,96.0,"[{'id': 35, 'name': 'Comedy'}]","{'id': 86024, 'name': 'Legally Blonde Collection', 'poster_path': '/kupFjC97HLSqG5CX47NsTJNEyAs.jpg', 'backdrop_path': '/aabPyPAA6E8hJ7tUipwunr3Itzb.jpg'}",18000000.0,141774679.0,6.2,908.0,12.769371,"[{'name': 'Marc Platt Productions', 'id': 2527}, {'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}]"
Dead Poets Society,1989,Enjoyable,129.0,"[{'id': 18, 'name': 'Drama'}]",,16400000.0,235860116.0,8.1,2786.0,19.905716,"[{'name': 'Touchstone Pictures', 'id': 9195}, {'name': 'Silver Screen Partners IV', 'id': 10282}]"
Punch-Drunk Love,2002,Lingering,95.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",,25000000.0,17000000.0,6.9,542.0,6.753969,"[{'name': 'Columbia Pictures', 'id': 5}, {'name': 'New Line Cinema', 'id': 12}, {'name': 'Ghoulardi Film Company', 'id': 178}]"
Spirited Away,2001,Enjoyable,125.0,"[{'id': 14, 'name': 'Fantasy'}, {'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]",,15000000.0,274925095.0,8.3,3968.0,41.048867,"[{'name': 'Studio Ghibli', 'id': 10342}]"
Mean Girls,2004,Enjoyable,97.0,"[{'id': 35, 'name': 'Comedy'}]","{'id': 99606, 'name': 'Mean Girls Collection', 'poster_path': '/9XoyvX5uWQRoiz9IodCgUoXLw2V.jpg', 'backdrop_path': None}",17000000.0,129042871.0,6.9,2401.0,11.454835,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Broadway Video', 'id': 1756}, {'name': 'M.G. Films', 'id': 89094}]"
Scream 3,2000,Forgettable,116.0,"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}]","{'id': 2602, 'name': 'Scream Collection', 'poster_path': '/3DjOcwfd8cTcKBkWTcNntAZajEg.jpg', 'backdrop_path': '/jPTbJp1601vLu27WhyjhpVk8w0h.jpg'}",40000000.0,161834276.0,5.7,749.0,9.738371,"[{'name': 'Konrad Pictures', 'id': 85}, {'name': 'Craven-Maddalena Films', 'id': 1600}, {'name': 'Dimension Films', 'id': 7405}]"
13 Going on 30,2004,Lingering,98.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10749, 'name': 'Romance'}]",,37000000.0,96455697.0,6.3,1260.0,12.632595,"[{'name': 'Columbia Pictures', 'id': 5}, {'name': 'Revolution Studios', 'id': 497}, {'name': 'Thirteen Productions', 'id': 19636}]"
The Thing,1982,Forgettable,109.0,"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 878, 'name': 'Science Fiction'}]","{'id': 479888, 'name': 'The Thing Collection', 'poster_path': '/9O8LH1fyDNIR26UdtQK4NLGbvLI.jpg', 'backdrop_path': '/lUPruOqjDhZrCKz9Ze2tCufPxHR.jpg'}",15000000.0,19629760.0,7.8,1629.0,16.83125,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Turman-Foster Company', 'id': 662}]"
The Empire Strikes Back,1980,Enjoyable,124.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]","{'id': 10, 'name': 'Star Wars Collection', 'poster_path': '/ghd5zOQnDaDW1mxO7R5fXXpZMu.jpg', 'backdrop_path': '/d8duYyyC9J5T825Hg7grmaabfxQ.jpg'}",18000000.0,538400000.0,8.2,5998.0,19.470959,"[{'name': 'Lucasfilm', 'id': 1}, {'name': 'Twentieth Century Fox Film Corporation', 'id': 306}]"
Eternal Sunshine of the Spotless Mind,2004,Enjoyable,108.0,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",,20000000.0,72258126.0,7.9,3758.0,12.906327,"[{'name': 'Anonymous Content', 'id': 10039}, {'name': 'This Is That Productions', 'id': 10059}, {'name': 'Focus Features', 'id': 10146}]"
The Matrix,1999,Enjoyable,136.0,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]","{'id': 2344, 'name': 'The Matrix Collection', 'poster_path': '/lh4aGpd3U9rm9B8Oqr6CUgQLtZL.jpg', 'backdrop_path': '/RhUxjzNojIJsdZSYTn0CQvdKsn.jpg'}",63000000.0,463517383.0,7.9,9079.0,33.366332,"[{'name': 'Village Roadshow Pictures', 'id': 79}, {'name': 'Groucho II Film Partnership', 'id': 372}, {'name': 'Silver Pictures', 'id': 1885}, {'name': 'Warner Bros.', 'id': 6194}]"
Shrek 2,2004,Enjoyable,93.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]","{'id': 2150, 'name': 'Shrek Collection', 'poster_path': '/56gaQEeucYNyDZyfbwLs7nXPSKU.jpg', 'backdrop_path': '/gMWrKQjoTIpYjhc8SxZF20EDIES.jpg'}",150000000.0,919838758.0,6.7,3082.0,16.22986,"[{'name': 'DreamWorks SKG', 'id': 27}, {'name': 'Pacific Data Images (PDI)', 'id': 520}, {'name': 'DreamWorks Animation', 'id': 521}]"
Chungking Express,1994,Enjoyable,102.0,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",,0.0,0.0,7.9,249.0,6.778979,"[{'name': 'Jet Tone Production', 'id': 540}, {'name': 'The Criterion Collection', 'id': 10932}]"
Back to the Future,1985,Enjoyable,116.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 10751, 'name': 'Family'}]","{'id': 264, 'name': 'Back to the Future Collection', 'poster_path': '/UV8VEgAxgKVnCVnZhFACmhxjE4.jpg', 'backdrop_path': '/c9C9Pg2QctyjZHRmS0P8rZg1OTA.jpg'}",19000000.0,381109762.0,8.0,6239.0,25.778509,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Amblin Entertainment', 'id': 56}, {'name': 'U-Drive Productions', 'id': 20448}]"
Spider-Man 2,2004,Enjoyable,127.0,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}]","{'id': 556, 'name': 'Spider-Man Collection', 'poster_path': '/aNknE3vw8QC5gDHBRYpOz9gzuPc.jpg', 'backdrop_path': '/waZqriYTuBE3WqXI3SDGi3kfDQE.jpg'}",200000000.0,783766341.0,6.7,4432.0,10.834506,"[{'name': 'Columbia Pictures', 'id': 5}, {'name': 'Laura Ziskin Productions', 'id': 326}, {'name': 'Marvel Enterprises', 'id': 19551}]"
Catch Me If You Can,2002,Enjoyable,141.0,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",,52000000.0,352114312.0,7.7,3917.0,19.833077,"[{'name': 'Kemp Company', 'id': 367}, {'name': 'Splendid Pictures', 'id': 368}, {'name': 'Parkes/MacDonald Productions', 'id': 11084}]"
Romeo  Juliet,1996,Enjoyable,120.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",,14500000.0,147298761.0,6.7,1406.0,11.774061,"[{'name': 'Bazmark Films', 'id': 240}, {'name': 'Twentieth Century Fox Film Corporation', 'id': 306}]"
Scooby-Doo,2002,Enjoyable,88.0,"[{'id': 9648, 'name': 'Mystery'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}]","{'id': 86860, 'name': 'Scooby-Doo Collection', 'poster_path': '/YAuhbJKSG1R42QHJmbGsNQ80Fd.jpg', 'backdrop_path': '/aj598PG0VipBkiQXtikXdX5jRR4.jpg'}",84000000.0,275650703.0,5.4,853.0,8.592826,"[{'name': 'Atlas Entertainment', 'id': 507}, {'name': 'Mosaic Media Group', 'id': 748}, {'name': 'Warner Bros.', 'id': 6194}]"
Persona,1966,Enjoyable,85.0,"[{'id': 18, 'name': 'Drama'}]",,0.0,0.0,8.0,353.0,8.862628,"[{'name': 'Svensk Filmindustri (SF)', 'id': 6181}]"
The Lord of the Rings: The Fellowship of the Ring,2001,Enjoyable,178.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}]","{'id': 119, 'name': 'The Lord of the Rings Collection', 'poster_path': '/p4UokEk2XnjjRTdXGe6DLYXlbI1.jpg', 'backdrop_path': '/bccR2CGTWVVSZAG0yqmy3DIvhTX.jpg'}",93000000.0,871368364.0,8.0,8892.0,32.070725,"[{'name': 'WingNut Films', 'id': 11}, {'name': 'New Line Cinema', 'id': 12}, {'name': 'The Saul Zaentz Company', 'id': 5237}]"
Ghost World,2001,Enjoyable,111.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",,7000000.0,0.0,7.1,433.0,5.460971,"[{'name': 'United Artists', 'id': 60}, {'name': 'Jersey Films', 'id': 216}, {'name': 'Granada Film Productions', 'id': 247}, {'name': 'Capitol Films', 'id': 826}, {'name': 'Mr. Mudd Production', 'id': 2130}]"
Aliens,1986,Enjoyable,137.0,"[{'id': 27, 'name': 'Horror'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]","{'id': 8091, 'name': 'Alien Collection', 'poster_path': '/iVzIeC3PbG9BtDAudpwSNdKAgh6.jpg', 'backdrop_path': '/kB0Y3uGe9ohJa59Lk8UO9cUOxGM.jpg'}",18500000.0,183316455.0,7.7,3282.0,21.761179,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'SLM Production Group', 'id': 396}, {'name': 'Brandywine Productions', 'id': 19747}]"
Casablanca,1942,Enjoyable,102.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",,878000.0,10462500.0,7.9,1462.0,13.916101,"[{'name': 'Warner Bros.', 'id': 6194}]"
Zoolander,2001,Enjoyable,89.0,"[{'id': 35, 'name': 'Comedy'}]","{'id': 352789, 'name': 'Zoolander Collection', 'poster_path': '/a53tBdjpma78xibq2OGJpMxhrNE.jpg', 'backdrop_path': '/tbWTPL6DiF28qv1OkDDH2gLWE6H.jpg'}",28000000.0,60780981.0,6.1,1363.0,10.40782,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Village Roadshow Pictures', 'id': 79}, {'name': 'NPV Entertainment', 'id': 172}, {'name': 'Scott Rudin Productions', 'id': 258}, {'name': 'Red Hour Productions', 'id': 2932}, {'name': 'Tenth Planet Productions', 'id': 2933}, {'name': 'VH1 Television', 'id': 10692}, {'name': 'Red Hour Films', 'id': 12178}, {'name': 'MFP Munich Film Partners GmbH & Company I. Produktions KG', 'id': 21409}]"
Notting Hill,1999,Enjoyable,124.0,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",,42000000.0,363889678.0,7.0,1309.0,9.874043,"[{'name': 'Bookshop Productions', 'id': 282}, {'name': 'Notting Hill Pictures', 'id': 283}, {'name': 'Working Title Films', 'id': 10163}, {'name': 'Polygram Filmed Entertainment', 'id': 31080}]"
Star Wars: Episode II -Â Attack of the Clones,2002,Lingering,142.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]","{'id': 10, 'name': 'Star Wars Collection', 'poster_path': '/ghd5zOQnDaDW1mxO7R5fXXpZMu.jpg', 'backdrop_path': '/d8duYyyC9J5T825Hg7grmaabfxQ.jpg'}",120000000.0,649398328.0,6.4,4074.0,14.072511,"[{'name': 'Lucasfilm', 'id': 1}]"
Fight Club,1999,Lingering,139.0,"[{'id': 18, 'name': 'Drama'}]",,63000000.0,100853753.0,8.3,9678.0,63.869599,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Regency Enterprises', 'id': 508}, {'name': 'Fox 2000 Pictures', 'id': 711}, {'name': 'Taurus Film', 'id': 20555}, {'name': 'Linson Films', 'id': 54050}, {'name': 'Atman Entertainment', 'id': 54051}, {'name': 'Knickerbocker Films', 'id': 54052}]"
"Girl, Interrupted",1999,Forgettable,127.0,"[{'id': 18, 'name': 'Drama'}]",,40000000.0,0.0,7.6,747.0,8.285062,"[{'name': 'Columbia Pictures Corporation', 'id': 441}, {'name': '3 Arts Entertainment', 'id': 787}, {'name': 'Global Entertainment Productions GmbH & Company Medien KG', 'id': 9269}, {'name': 'Red Wagon Entertainment', 'id': 14440}]"
Edward Scissorhands,1990,Lingering,105.0,"[{'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",,20000000.0,53000000.0,7.5,3731.0,17.612244,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}]"
Interview with the Vampire,1994,Enjoyable,123.0,"[{'id': 27, 'name': 'Horror'}, {'id': 10749, 'name': 'Romance'}]","{'id': 217704, 'name': 'The Vampire Chronicles', 'poster_path': '/1Iop0dywqQeD5Mm7oRVR8vZ8gkj.jpg', 'backdrop_path': '/5margBoJC97ZrciVpAUc0PiY6Rc.jpg'}",60000000.0,223664608.0,7.2,1558.0,11.970205,"[{'name': 'Geffen Pictures', 'id': 360}]"
Being John Malkovich,1999,Lingering,112.0,"[{'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",,13000000.0,22863596.0,7.3,1124.0,11.416319,"[{'name': 'Gramercy Pictures', 'id': 37}, {'name': 'Propaganda Films', 'id': 278}, {'name': 'Single Cell Pictures', 'id': 279}]"
